id_estabelecimento_cnes,cep,logradouro,bairro,latitude,longitude
6135471,03676040,Rua Breno Acioli,Jardim Tres Marias,-23.52048710538251,-46.49378002983892
3446867,04751030,Praca Floriano Peixoto,Vila Campos Sales,-23.65165020853072,-46.707645611413724
2788896,03359110,Rua Tirana,Vila Formosa,-23.565553634721578,-46.546734419999076
2788551,04836130,Avenida Carlos Oberhuber,Jardim Floresta,-23.74361697518258,-46.711015446422714
2787210,05583070,Rua Candido Fontoura,Jardim Boa Vista,-23.583940689609463,-46.794800580434206
2789167,02932110,Rua Dom Manuel D Elboux,Pirituba,-23.487401279237968,-46.712142429734406
6143180,03726100,Rua Augusto Correa Leite,Cangaiba,-23.500642394566423,-46.51714362502498
6133541,04913120,Rua Dinar,Jardim Bandeirantes,-23.681041141126915,-46.73838983326807
2789272,02975120,Rua Monsenhor Manoel Gomes,Pirituba,-23.478837157289966,-46.710719098190694
2088355,02113012,Avenida Guilherme Cotching,Vila Maria,-23.521811455814635,-46.592353829610936
6148360,02541070,Rua Oscar De Moura Lacerda,Imirim,-23.48660247951304,-46.655276205925944
2788535,03958000,Rua Angelo De Candia,Sao Mateus,-23.59851951108001,-46.48338889411096
2774771,08490600,Rua Dos Texteis,Cidade Tiradentes,-23.59099098440378,-46.400766621237345
2787814,04884210,Rua Domenico Lanzetti,Jardim Sao Norberto,-23.82001020328416,-46.70474066837395
6141706,02872000,Rua Jose Da Costa Gaviao,Brasilandia,-23.461634538782864,-46.67346957128892
2787393,05849340,Rua Joao Fugulin,Jardim Germania,-23.654038351867662,-46.75761475039502
2819856,08072180,Rua Rio Da Madre,Uniao De Vila Nova,-23.485912729108914,-46.460003562949026
2787938,01259030,Rua Saramenha,Sumare,-23.539442333809603,-46.689721648548534
2027526,08142000,Rua Itajuibe,Itaim Paulista,-23.509161127695997,-46.38471077983101
6135404,08280000,Avenida Doutor Francisco Munhoz Filho,Cidade Lider,-23.553965191205236,-46.4650033764037
2057328,01532030,Rua Jupiter,Aclimacao,-23.572579636172822,-46.63495303139918
2786885,05142120,Rua Padre Guido Del Toro,Jardim Felicidade,-23.49450900958491,-46.72657875741713
2079658,02467060,Rua Diogo Cabrera,Imirim,-23.49157867350103,-46.64558556796438
5420938,08471000,Avenida Dos Metalurgicos,Cidade Tiradentes,-23.592253658012016,-46.40663080883535
3185613,05858001,Estrada De Itapecerica,Jardim Aurelio,-23.659976087843503,-46.77259961601201
5949629,03533003,Avenida Waldemar Carlos Pereira,Vila Matilde,-23.545816433076826,-46.51339043546175
3326578,04025010,Rua Leandro Dupret,Vila Clementino,-23.59541684935145,-46.64639465717391
5113970,02113013,Avenida Guilherme Cotching,Vila Maria Baixa,-23.5188612558144,-46.59025328357446
3307026,02734000,Avenida Itaberaba,Nossa Senhora Do O,-23.496019248416534,-46.69746521097305
5884543,02402000,Rua Deputado Gouveia Franco,Mandaqui,-23.481976244572813,-46.63229062704432
3381544,01125001,Rua Da Graca,Bom Retiro,-23.526906690032547,-46.64000777784766
3293971,05002061,Rua Dona Germaine Burchard,Barra Funda,-23.529001700435614,-46.671823848488025
3684695,01224010,Rua Doutor Martinico Prado,Vila Buarque,-23.54263893579482,-46.652961858982444
6433014,02611000,Avenida Parada Pinto,Jardim Centenario,-23.47077993919133,-46.66424854356291
5456177,03143000,Avenida Zelina,Vila Prudente,-23.589874977321106,-46.576186152590985
3940810,02517000,Rua Reliquia,Casa Verde,-23.509808802365985,-46.66299366785976
3729494,04285040,Rua Belgrado,Moinho Velho,-23.612391960935465,-46.603084228343555
6195954,04770075,Rua Francisco De Seixas,Jd Guarapiranga,-23.678772897430946,-46.717053103970876
6190049,02754080,Rua Miguel Gustavo,Bairro Do Limao,-23.489685316170394,-46.67643118872178
5174481,04685000,Avenida Nossa Senhora De Sabara,Campo Grande,-23.675376739283696,-46.68561243352409
3961281,05110000,Avenida Mutinga,Sao Domingos,-23.493694236629242,-46.749331233153875
3724999,03342000,Avenida Regente Feijo,Vila Formosa,-23.561203349792827,-46.56417647778434
3970299,02205002,Avenida Boschetti,Vila Medeiros,-23.48339621889345,-46.58852612463316
5879558,04446130,Rua Arapes,Vila Sabara,-23.687406571382567,-46.6830550910362
3965333,05711000,Rua Doutor Luiz Migliano,Vila Sonia,-23.610427919057702,-46.7453090647814
6181015,04734004,Avenida Adolfo Pinheiro,Alto Da Boa Vista,-23.64664455754052,-46.70161789636009
3859304,02422020,Rua Judith Zumkeller,Mandaqui,-23.47302558880919,-46.635445872635515
5205816,04805300,Avenida Professor Papini,Cidade Dutra,-23.713490383059916,-46.705445546632845
5911613,04822000,Rua Jequirituba,Parque America,-23.7361724104227,-46.68654860818244
5710804,04166001,Avenida Padre Arlindo Vieira,Jardim Vergueiro,-23.634975833354357,-46.606020083295725
3621928,05863210,Avenida Nuno Marques Pereira,Jardim Imbe,-23.678220581844993,-46.766666725739
5803527,03871100,Avenida Sao Miguel,Vila Ponte Rasa,-23.50645147076175,-46.484019873909325
5380170,02734000,Avenida Itaberaba,Nossa Senhora Do O,-23.496019248416534,-46.69746521097305
3326640,02936000,Avenida Benedito Andrade,Pirituba,-23.48764161533943,-46.71760707117323
5012279,03184080,Rua Barretos,Vila Claudia,-23.543589262184383,-46.62352482351453
6117406,08330540,Rua Tetis,Jardim Tres Marias,-23.61252528599868,-46.469254642580985
3514374,08375000,Avenida Ragueb Chohfi,Jardim Tres Marias,-23.60490775035262,-46.46962173188346
5243882,02722060,Rua Leonel Rabelo,Zona Norte,-23.501114737259975,-46.677397789491636
3793176,02310000,Avenida Mazzei,Tucuruvi,-23.462059731878718,-46.598441535734544
3273318,05125000,Rua Brigadeiro Henrique Fontenelle,Sao Domingos,-23.503300000877676,-46.73954089124712
5073200,04735004,Rua Sao Benedito,Alto Da Boa Vista,-23.640384104923207,-46.695803839195605
3813541,05125150,Rua Rumi Ranieri,Sao Domingos,-23.499786500341123,-46.73513222952493
3818608,04726001,Avenida Joao Carlos Da Silva Borges,Vila Cruzeiro,-23.639528044096615,-46.711688133345575
5467837,08022000,Avenida Marechal Tito,Vila Curuca,-23.49465611974644,-46.42712815613571
3459047,02466010,Rua Marcio Humberto Gandolpho,Imirim,-23.49692283343736,-46.64119976717582
3518361,01156040,Largo Padre Pericles,Barra Funda,-23.531995568492846,-46.66288431574687
5390419,04208002,Rua Silva Bueno,Sacoma,-23.600616446558163,-46.60085677436717
3273008,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
5511259,02440000,Rua Friburgo,Lauzane,-23.475621942345228,-46.6483995893007
5518385,01538000,Avenida Lins De Vasconcelos,Cambuci,-23.57175881515073,-46.622598352894684
3273016,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
5384745,01502000,Avenida Da Liberdade,Liberdade,-23.558629273351077,-46.63733668533854
5282039,05465070,Avenida General Furtado Nascimento,Alto De Pinheiros,-23.55303771204733,-46.71935739343487
3812944,08010090,Avenida Marechal Tito,Itaim Paulista,-23.49115799312636,-46.40334357872323
5619076,08210170,Rua Porto Xavier,Itaquera,-23.54069670253562,-46.4547754597172
3595382,05618010,Rua Cabedelo,Vila Sonia,-23.5885940826088,-46.72417737092381
6262406,03351100,Rua Joao Bizarro Da Nave,Vila Diva,-23.572356772872162,-46.56589593714761
6005934,01441000,Alameda Gabriel Monteiro Da Silva,Jardim America,-23.566981028881834,-46.677789195414874
3578194,03363110,Praca Diogo De Aguirre,Vila Formosa,-23.564092956739547,-46.543364173749254
3578232,08050000,Estrada Do Imperador,Vila Jacui,-23.513646302975594,-46.45682828077703
3172902,02340050,Rua Bananeira Da Bandeira,Tremembe,-23.444584681294863,-46.615836098597235
3987396,02251100,Rua Mauricio Semer,Tucuruvi,-23.478480500116913,-46.585423714629
3494071,01531000,Avenida Da Aclimacao,Aclimacao,-23.57056710303291,-46.63386510154761
6078966,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
5924316,02056070,Rua Sao Quirino,Vila Guilherme,-23.514583915179877,-46.60304825949924
5870992,04762001,Estrada Guarapiranga,Parque Europa,-23.67878758989513,-46.732500747664105
3275337,03514000,Rua Joaquim Marra,Vila Matilde,-23.534427320615517,-46.52163686040413
3259455,04304010,Avenida Fagundes Filho,Vila Monte Alegre,-23.62669387995713,-46.6361046689031
6378781,04621001,Rua Joaquim Nabuco,Brooklin,-23.624049340838166,-46.68393608617241
3384160,03647020,Rua Isabel,Vila Esperanca,-23.52366630893347,-46.52759449257431
6346731,01552000,Avenida Dom Pedro I,Vila Monumento,-23.572974144065345,-46.61108696697408
5288215,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
3484041,04603030,Rua Dos Brasoes,Jd Petropolis,-23.628610334231,-46.68764647158589
5731143,04408090,Rua Catarina Gabrielli,Cidade Ademar,-23.673115687545504,-46.64930425235658
3239640,05078000,Rua Brigadeiro Gaviao Peixoto,Alto Da Lapa,-23.52418072700485,-46.715952055813084
3349365,03361000,Avenida Joao Xxiii,Vila Formosa,-23.571612837817785,-46.53668434606197
3710262,02265000,Avenida Guapira,Tucuruvi,-23.478361370658277,-46.59768782642853
3124835,03131010,Rua Do Orfanato,Vila Prudente,-23.57858062341798,-46.578922926706944
3554503,01518020,Rua Leopoldo Miguez,Varzea Do Glicerio,-23.556557614106033,-46.623967444583776
3317153,04883025,Rua Luiz Sebastiao Moreira,Jardim Dos Alamos,-23.813731818184877,-46.737295181856574
2788713,04257045,Rua Colombo Florence,Parque Fongaro,-23.633701854899314,-46.58973278829263
2774763,05788290,Rua Doutor Joviano Pacheco De Aguirre,Vila Pirajussara,-23.633993579851985,-46.776393526384076
6415431,05844000,Rua Joao Fernandes Camisa Nova Junior,Jardim Sao Luis,-23.653008489570517,-46.74135699999318
2786931,08340500,Rua Peramirim,Vila Bela,-23.61734089856233,-46.45026513232592
5074460,04724000,Avenida Joao Dias,Granja Julieta,-23.64478276160745,-46.70284775628368
2078619,08040320,Rua Mata Roma,Vila Jacui,-23.50655961290431,-46.446715677407674
5437008,01255000,Avenida Doutor Arnaldo,Sumare,-23.548150400037944,-46.6794794847855
3328805,02220310,Rua Jose Borges De Paula,Vila Medeiros,-23.490195000022215,-46.57515730446894
6111955,02710000,Avenida Professor Celestino Bourroul,Limao,-23.506233793443716,-46.67308389313913
3185419,02734000,Avenida Itaberaba,Nossa Senhora Do O,-23.496019248416534,-46.69746521097305
6233732,03210001,Rua Costa Barros,Vila Alpina,-23.60138536210093,-46.54971185162697
6397891,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
5183227,04253050,Rua Arroio Grande,Sacoma,-23.618010741372753,-46.59569883307561
5127564,04447010,Avenida Nossa Senhora De Sabara,Vila Emir,-23.689873357221938,-46.68114516749967
5219310,04675901,Avenida Engenheiro Alberto De Zagottis,Campo Grande,-23.668307222546737,-46.69563333185458
3687805,04708040,Rua Senador Milton Campos,Jardim Das Acacias,-23.628671703815705,-46.69136466408373
5703239,04717004,Rua Alexandre Dumas,Granja Julieta,-23.63036603687106,-46.70718880470646
3961303,05001100,Avenida Francisco Matarazzo,Agua Branca,-23.52501267415915,-46.6799935880119
5726166,05002030,Rua Melo Palheta,Barra Funda,-23.528894333343416,-46.67446574401049
3764168,05024000,Rua Barao Do Bananal,Vila Pompeia,-23.53107723985745,-46.68717566513241
5881412,05110000,Avenida Mutinga,Sao Domingos,-23.493694236629242,-46.749331233153875
6264794,05175000,Rua Doutor Valentim De Queiros,Vila Clarice,-23.474518036287105,-46.739816605391546
6329012,05440000,Rua Paulistania,Sumarezinho,-23.547047438595715,-46.69147303028932
5194725,08253190,Rua Vicente Avelar,Jose Bonifacio,-23.545696807743145,-46.43629849996037
5978548,03227000,Avenida Francisco Falconi,Jardim Avelino,-23.58917975877064,-46.56703341596931
6281842,03359110,Rua Tirana,Vila Formosa,-23.565553634721578,-46.546734419999076
3467732,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
3412350,04753001,Rua Barao Do Rio Branco,Jardim Abrantes,-23.648102223465607,-46.71004465251436
3619311,08060200,Rua Joao Felisberto Moreira,Vila Jacui,-23.50061485100923,-46.45084741793496
2027488,08122490,Rua Timoteo Correia De Goes,Itaim Paulista,-23.50130510785588,-46.374374429976015
3424510,02731000,Rua Bonifacio Cubas,Vila Albertina,-23.499279556139367,-46.69407859518138
3169286,02883090,Rua Cordeiro Da Silva,Jaragua,-23.43716761172569,-46.716106568647255
3124746,08110320,Rua Barena,Itaim Paulista,-23.498520868311477,-46.40311310133915
9144161,04962000,Avenida Dos Funcionarios Publicos,Vila Do Sol,-23.73729909415688,-46.782739258223266
4382803,08115000,Avenida Marechal Tito,Jardim Sao Luiz,-23.495142216944334,-46.391668677937155
5428998,03356000,Avenida Doutor Eduardo Cotching,Vila Formosa,-23.563477593988313,-46.553118685208744
0719153,05615190,Rua Dos Tres Irmaos,Caxingui,-23.587529649925024,-46.71677136084422
9855653,05340002,Avenida Corifeu De Azevedo Marques,Jaguare,-23.554499715146004,-46.754501415502986
9714766,08295320,Rua Palma Sola,Itaquera,-23.545694464029737,-46.45169287078439
4359011,04232000,Estrada Das Lagrimas,Heliopolis,-23.61336211697869,-46.594870576962386
4821084,03221000,Avenida Do Oratorio,Vila Mercedes,-23.591283117994166,-46.54947847406588
4033779,01533000,Rua Apeninos,Aclimacao,-23.57025813285891,-46.63887877341238
4868536,05835005,Estrada De Itapecerica,Vila Maracana,-23.653282667110552,-46.75774097338481
9392572,05879450,Rua Luar Do Sertao,Chacara Santa Maria,-23.691365588160732,-46.79596734258448
6420559,01224010,Rua Doutor Martinico Prado,Vila Buarque,-23.54263893579482,-46.652961858982444
6556183,04836030,Rua Goncalo Soares De Franca,Vila Sao Jose,-23.73947103682597,-46.70936679293521
0968951,02734000,Avenida Itaberaba,Nossa Senhora Do O,-23.496019248416534,-46.69746521097305
3748073,02402000,Rua Deputado Gouveia Franco,Mandaqui,-23.481976244572813,-46.63229062704432
5874505,05045020,Rua Camilo,Vila Romana,-23.529147357765446,-46.69645135320503
4541731,03694060,Rua Doutor Joao Dorival Cardoso,Pque Paineiras,-23.53734621493112,-46.48035812894145
5311608,03355010,Rua Curupa,Vila Formosa,-23.56007259210915,-46.55317805095681
9360301,03050000,Rua Gomes Cardim,Bras,-23.544842275570677,-46.612506194875216
3965368,04734004,Avenida Adolfo Pinheiro,Alto Da Boa Vista,-23.64664455754052,-46.70161789636009
4040600,03694000,Avenida Aguia De Haia,Cidade Antonio Estevao De Carvalho,-23.52470510050211,-46.47519677853789
9756175,03542100,Rua Santo Alexandre,Vila Matilde,-23.531075000395454,-46.51565579832025
4603605,04675020,Avenida Sargento Lourival Alves De Souza,Jardim Taquaral,-23.66209274044042,-46.68966455545173
6731171,04301012,Avenida Miguel Estefano,Cursino,-23.635321653140902,-46.62741064642507
4798635,03337020,Rua Jose Oscar Abreu Sampaio,Jardim Analia Franco,-23.558175262072186,-46.565111830630144
2878259,02873250,Rua Romulo Naldi,Jardim Vista Alegre,-23.45448452697312,-46.68343761969354
6764045,01001000,Viela Sem Denominacao,Sao Rafael,-23.583996898602134,-46.61301715953955
4932382,08122140,Rua Manuel Lemes Da Silva,Itaim Paulista,-23.49457919951964,-46.37989089106428
4697057,05145000,Avenida Raimundo Pereira De Magalhaes,Jardim Iris,-23.501618776914505,-46.71964836242268
3461432,01431001,Avenida Brasil,Jardim America,-23.567412339046044,-46.67466267831184
4868153,01549020,Rua Pereira Da Nobrega,Vila Monumento,-23.576175257404113,-46.614871712945515
9902295,02936010,Avenida Cabo Eadao Pereira,Pirituba,-23.48512970326741,-46.7160886334094
0811874,02512010,Rua Zanzibar,Casa Verde,-23.51396384434349,-46.65875818052072
9768157,03806000,Avenida Paranagua,Ermelino Matarazzo,-23.49783841381705,-46.477357586507985
0901652,01246010,Rua Itajobi,Pacaembu,-23.5526287001099,-46.66632029976427
7706332,04463010,Rua Corrego Azul,Pedreira,-23.695273263306316,-46.658885402376434
0082813,04743050,Rua Carlos Gomes,Alto Da Boa Vista,-23.653984694480894,-46.70169947231642
5614783,01139000,Avenida Marques De Sao Vicente,Barra Funda,-23.52162977751786,-46.664928259442775
4141180,08311080,Avenida Baronesa De Muritiba,Parque Sao Rafael,-23.62864329959817,-46.47031877174998
7820534,04741011,Rua Darwin,Alto Da Boa Vista,-23.652667590054513,-46.69658686929926
4350561,08275001,Avenida Maria Luiza Americano,Parque Do Carmo,-23.577506521360903,-46.481588068002374
9611975,08410020,Rua Professor Francisco Pinheiro,Guaianazes,-23.5499837879013,-46.41623423991544
9110461,05154000,Avenida Mutinga,Pirituba,-23.489901460981695,-46.73930629290052
9554084,03133100,Rua Ibitirama,Vila Prudente,-23.585891065429454,-46.58402928106718
4654544,08290000,Rua Victorio Santim,Itaquera,-23.54873363692128,-46.450825925976005
7272499,08375000,Avenida Ragueb Chohfi,Jardim Tres Marias,-23.60490775035262,-46.46962173188346
4568567,05110000,Avenida Mutinga,Sao Domingos,-23.493694236629242,-46.749331233153875
3751457,04671230,Rua Daphne Dalla Torre Natale,Campo Grande,-23.660088571449357,-46.69293785711872
0635502,05775160,Rua Dias Diniz,Jd Inga,-23.636821628585345,-46.75241105725297
0498696,02520000,Avenida Casa Verde,Casa Verde,-23.501448417757786,-46.65063699468854
4582314,04430340,Rua Padre Augusto Lombardi,Pedreira,-23.692012116073343,-46.64856844930498
0772224,04648000,Rua Doutor Gentil Leite Martins,Vila Nova Caledonia,-23.646448767316045,-46.67327703079047
2787857,03923165,Rua Jim Clark,Jardim Dona Sinha,-23.593740095456024,-46.511382412602785
9055614,03508000,Avenida Melchert,Vila Matilde,-23.535210126733684,-46.532178194919474
2941848,03181050,Rua Joao Borba,Agua Rasa,-23.557268526241703,-46.584165000963104
9743944,02115002,Rua Amambai,Rua Amambai,-23.51588315066217,-46.58355671797073
1120700,08295010,Rua Benedito Coelho Neto,Itaquera,-23.55035684203699,-46.457713279757265
7272626,05208110,Rua Julio Maciel,Recanto Dos Humildes,-23.412743237397468,-46.75252603097888
4368185,04671240,Rua Frei Canisio,Campo Grande,-23.660811978144928,-46.69291524399718
4684907,02911000,Rua Eneias Luis Carlos Barbanti,Freguesia Do O,-23.50400618927573,-46.69590822886208
4202848,03180003,Rua Fernando Falcao,Agua Rasa,-23.56425430243044,-46.58920339492338
4754549,03503030,Rua Julio Colaco,Vila Aricanduva,-23.537493722250893,-46.54286627358352
7049587,01223001,Rua Marques De Itu,Vila Buarque,-23.543853331916395,-46.648385813530524
6810136,04602000,Rua Barao Do Triunfo,Brooklin,-23.625662986290177,-46.68460313002997
4821599,05835005,Estrada De Itapecerica,Vila Maracana,-23.653282667110552,-46.75774097338481
2080249,08330490,Rua Ursa Menor,Sao Mateus,-23.611637611439797,-46.47273166040452
4105621,08115000,Avenida Marechal Tito,Jardim Sao Luiz,-23.495142216944334,-46.391668677937155
4796799,01255000,Avenida Doutor Arnaldo,Sumare,-23.548150400037944,-46.6794794847855
4357604,03136010,Rua Cavour,Vila Prudente,-23.58190231641918,-46.57776394221336
4121910,05889300,Rua Joao Batista Marcondes,Parque Fernanda,-23.668954915257665,-46.786960447898714
1115154,04006003,Rua Tomas Carvalhal,Paraiso,-23.578705127411933,-46.649272469659195
7023480,01255000,Avenida Doutor Arnaldo,Sumare,-23.548150400037944,-46.6794794847855
9611681,02065040,Avenida Joaquina Ramalho,Vila Guilherme,-23.507138298361433,-46.604775764491905
6389716,05618001,Avenida Jorge Joao Saad,Morumbi,-23.59195039795469,-46.721441131528394
3879704,01533000,Rua Apeninos,Aclimacao,-23.57025813285891,-46.63887877341238
9626263,03673010,Rua Embira,Vila Rio Branco,-23.514208436127255,-46.500320374209565
0471658,08343000,Travessa Somos Todos Iguais,Jardim Da Conquista,-23.60766752927842,-46.447394621922065
2787997,04830200,Rua Jangada Nova,Jardim Das Imbuias,-23.730852324108948,-46.70316426756847
4065131,01427001,Rua Estados Unidos,Recanto Dos Humildes,-23.497480134709818,-46.704366509505824
4656873,05004000,Rua Doutor Candido Espinheira,Barra Funda,-23.53278609000356,-46.66448946434475
4009606,03576060,Rua Tapaiuna,Jardim Santa Maria,-23.551685742195115,-46.50704742654119
1090267,02110010,Rua Alcantara,Vila Maria,-23.52115344154384,-46.594773111875256
7582250,04638070,Rua Pericles,Jd Petropolis,-23.63224465426583,-46.68581549748689
4359399,02545000,Rua Zilda,Casa Verde Alta,-23.494313905788342,-46.66199426368084
2789280,04896260,Rua Das Araras,Vargem Grande,-23.858823119634835,-46.70466711540074
4490339,04446130,Rua Arapes,Vila Sabara,-23.687406571382567,-46.6830550910362
1131168,05440000,Rua Paulistania,Sumarezinho,-23.547047438595715,-46.69147303028932
4649079,02213000,Rua Sao Leotelio,Vila Medeiros,-23.495897482027882,-46.58785373586967
0217298,03476000,Rua Padre Manuel Luis De Vergueiro,Vila Antonieta,-23.572438468345503,-46.51436603108904
4796837,01533070,Praca Santo Agostinho,Aclimacao,-23.569295882482745,-46.63946247039305
7223773,04447020,Avenida Nossa Senhora De Sabara,Campo Grande,-23.68215942448606,-46.68237142562436
6453937,04023061,Rua Botucatu,Vila Clementino,-23.594016065631454,-46.64206981738246
6391885,02975120,Rua Monsenhor Manoel Gomes,Pirituba,-23.478837157289966,-46.710719098190694
4655001,04132002,Avenida Do Cursino,Cursino,-23.629396612300233,-46.61824893226479
5474167,04809000,Rua Jose Pinto Brandao,Rio Bonito,-23.720345873186023,-46.69701855099568
2920654,08160000,Rua Aricanga,Vila Curuca,-23.50331993507982,-46.411303690647614
5614724,01123020,Rua Correia De Melo,Bom Retiro,-23.530258078531524,-46.63772865966645
1121413,05763450,Rua Lira Cearense,Morumbi Sul,-23.642374923218085,-46.75743647394946
9303057,01155040,Alameda Olga,Barra Funda,-23.529017000708638,-46.66317426963252
0040517,04304010,Avenida Fagundes Filho,Vila Monte Alegre,-23.62669387995713,-46.6361046689031
7252463,02117010,Rua Diamantina,Vila Maria Baixa,-23.51895651455243,-46.59257538739115
2029596,03143000,Avenida Zelina,Vila Prudente,-23.589874977321106,-46.576186152590985
4838777,05455001,Avenida Sao Gualter,Alto De Pinheiros,-23.545322479237708,-46.71088338753196
7441754,02138030,Avenida Professor Castro Junior,Vila Medeiros,-23.494621344111877,-46.57524911972603
4821106,04801000,Avenida Senador Teotonio Vilela,Cidade Dutra,-23.716171611950877,-46.70151935056337
4212347,01525001,Rua Tamandare,Liberdade,-23.564320743613994,-46.6352816279493
4658078,05047000,Rua Coriolano,Vila Pompeia,-23.526030554803793,-46.68985683360921
0901369,05709020,Rua Edward Joseph,Vila Sonia,-23.614265747430075,-46.74199246318771
5519802,01506020,Rua Thomaz Gonzaga,Liberdade,-23.557866437866206,-46.63579829160284
6684386,02409060,Rua Inacio Mammana,Mandaqui,-23.47545676837468,-46.62628611893773
9797211,08180050,Rua Sol Da Meia Noite,Jardim Helena,-23.488676259912403,-46.41305863149791
1132423,05351000,Avenida Doutor Candido Motta Filho,Rio Pequeno,-23.55322044581683,-46.74788141283575
0635529,05711000,Rua Doutor Luiz Migliano,Vila Sonia,-23.610427919057702,-46.7453090647814
7139756,03337050,Rua Nello Bini,Vila Formosa,-23.557079050198084,-46.56113014943505
4160096,03733020,Rua Sao Florencio,Cangaiba,-23.509245428459998,-46.53034210344826
2765985,01509020,Rua Doutor Siqueira Campos,Liberdade,-23.563690726649043,-46.63680716341997
2941929,03634000,Rua Doutor Joao Ribeiro,Penha De Franca,-23.524861081260035,-46.54719475880993
0901385,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
4633598,02378080,Rua Eugenio Da Silva,Horto Florestal,-23.45205405831179,-46.630644937772175
4770560,05352080,Rua Marechal Olimpio Mourao Filho,Rio Pequeno,-23.557058356589074,-46.75806658449055
4655745,03040000,Rua Carneiro Leao,Bras,-23.548992936687135,-46.62242554017775
0993670,05049000,Rua Catao,Vila Romana,-23.527070499226696,-46.70042104081255
7982089,04846010,Avenida Dona Belmira Marin,Grajau,-23.74874455767624,-46.68367823005168
4059700,03143000,Avenida Zelina,Vila Prudente,-23.589874977321106,-46.576186152590985
4173759,01125001,Rua Da Graca,Bom Retiro,-23.526906690032547,-46.64000777784766
9769706,02152000,Avenida Manuel Antonio Goncalves,Vila Sabrina,-23.495650862720034,-46.571794140342796
2979500,01126000,Rua Julio Conceicao,Bom Retiro,-23.527171019227,-46.64056635323926
4441435,03645000,Rua Jorge Augusto,Vila Esperanca,-23.526188931062254,-46.530577492820505
4992822,04362000,Rua Rodes,Vila Santa Catarina,-23.642204609231936,-46.667045477902484
3266850,03963030,Rua Maestro Joao Balan,Jardim Sapopemba,-23.60847017357723,-46.479759069860414
7355033,02610000,Avenida Joao Marcelino Branco,Vila Nova Cachoeirinha,-23.473341664477974,-46.6600215844347
0229105,03180003,Rua Fernando Falcao,Agua Rasa,-23.56425430243044,-46.58920339492338
4685083,04105060,Rua Topazio,Aclimacao,-23.573870523224283,-46.631538816257304
7629478,05468140,Rua Pio Xi,Alto Da Lapa,-23.537490000039206,-46.71435301589266
4194926,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
4848799,04726001,Avenida Joao Carlos Da Silva Borges,Vila Cruzeiro,-23.639528044096615,-46.711688133345575
6127967,01530060,Rua Diamante,Aclimacao,-23.57129575879452,-46.6298298273787
6863248,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
4993233,03988000,Avenida Sapopemba,Jardim Planalto,-23.60886439012246,-46.50602412816297
6346642,05724002,Avenida Giovanni Gronchi,Vila Sonia,-23.615555573331207,-46.72946621819851
6488161,05092040,Avenida Raimundo Pereira De Magalhaes,Vila Anastacio,-23.508893777071787,-46.71421108338968
1132830,03276111,Travessa Sao Columba,Vila Ivone,-23.579257230786652,-46.54804230763846
5043786,03567000,Rua Desembargador Rocha Portela,Vila Santa Teresa,-23.54109390848604,-46.49111198935658
5499828,02998060,Rua Jairo De Almeida Machado,Jaragua,-23.442705059202186,-46.72753632243941
4605993,03051010,Rua Antonio Rolim Junior,Bras,-23.544850875141822,-46.61040993727849
9392793,02122011,Rua Araritaguaba,Vila Maria,-23.51432420992651,-46.58293605709229
1122037,01518010,Rua Professor Demostenes Batista Figueira Marques,Varzea Do Glicerio,-23.55850845993386,-46.62383754709027
4464672,02450000,Alameda Afonso Schmidt,Santa Teresinha,-23.49865123815332,-46.63747045524635
6207693,04772005,Avenida Robert Kennedy,Cidade Dutra,-23.713459901530847,-46.708219936466726
6693725,01129010,Rua General Flores,Bom Retiro,-23.523714869884397,-46.64264272439145
0030457,04849501,Rua Francisco Inacio Solano,Cantinho Do Ceu,-23.743160805698,-46.65957451899884
4374436,02465100,Avenida Imirim,Imirim,-23.49514460000151,-46.64581899999092
4756711,03570000,Avenida Alziro Zarur,Parque Savoy City,-23.56726303820578,-46.48551746148094
4327586,02066090,Rua Antonio Guimaraes,Vila Guilherme,-23.508925185214814,-46.603010259298344
4631935,05437001,Rua Heitor Penteado,Sumarezinho,-23.544865388415737,-46.69271179175203
9524223,03017000,Rua Bresser,Bras,-23.53647450442378,-46.61004677966132
4778731,01139001,Avenida Marques De Sao Vicente,Barra Funda,-23.52088104284275,-46.66847725634418
9360352,03362000,Rua Arapoca,Vila Formosa,-23.565790809280198,-46.54203831135501
6508790,02420030,Rua Eduardo Zumkeller,Mandaqui,-23.47563695100235,-46.635612879218584
0295841,01550010,Rua Raguna Cabral,Cambuci,-23.574370840222848,-46.61727992188812
4971922,01223010,Rua General Jardim,Vila Buarque,-23.54464535174387,-46.64871922779437
9876006,05615010,Rua Padre Eugenio Lopes,Caxingui,-23.586436062654464,-46.716161951273854
